	topic	sentiment	tweets	time
947	3	+	"@TorontoStar That's too bad.  Mandates are pointless as the Vaxxed can spread Covid, same as the unvaccinated."	2021-11-20 21:27:08+00:00
948	3	m	@taimhuynh I agree the division and vitriol surrounding #vaccines and #vaccinepolicy is problematic. But amplifying a common anti-vaccine partial truth by the vice chair of @TOPublicHealth during a global pandemic is not responsible.	2021-11-20 21:25:34+00:00
949	2	n	"Just witnessed a anti mask protest at Harbour front, downtown Toronto. Just for ref, Ontario recorded 700 covid cases yesterday."	2021-11-20 21:24:06+00:00
950	3	+	"Hey Antivaxxers, you can still get Covid even though your vaccinated, it can just prevent you from having to go to the ER."	2021-11-20 21:14:39+00:00
951	1	n	"Four new COVID-19 cases today.  One is in their 50s, one is in their 30s and two are in their 20s. One is a close contact of a previously announced case; two individuals are linked to the cluster of cases in Prince County; and the other is related to travel outside of PEI. #PEI"	2021-11-20 20:51:40+00:00
952	2	+	@long_divy @harry_boid @SgtKoopman @cityofkingston @downtownktown @WhigStandard @kingstonist @MIHomeYGK @FRM_YGK @CKWS_TV @Move983 @Krock1057 @1043FreshRadio Its not being outside that is an issue. It is the closeness standing shoulder to shoulder that is the issue. Because you are outside doesnt mean you wont come in contact w/the Covid carrying MASKLESS person. Your comment is part of the reason for the spread. Be safe. Mask up.	2021-11-20 20:43:59+00:00
953	2	n	@davidfrum The coercion is the mistake. Educate and lead but don’t coerce. People will make the right choice for them. Let’s put this whole Covid thing in perspective!	2021-11-20 20:40:10+00:00
954	4	n	"Quick wellness check poll 👉…How has the forest fires, floods, pandemic  impacted you the most? 
#BCStorm #BCwildfire #Covid_19"	2021-11-20 20:37:39+00:00
955	3	n	"@ParticleMel @canteach Actually no, I didn’t. As it says in the story, it’s a small community and they didn’t want to “out” the anti-vaccine cohort"	2021-11-20 20:28:05+00:00
956	3	+	@L80389729 @PsychoticKingAJ @CourageousAslan @MattLiePaehlke Death rates are different because we locked down and prevented the spread until there was a safe vaccine.	2021-11-20 20:27:59+00:00
957	3	+	"@CourageousAslan @PsychoticKingAJ @DRedecopp Hi, I’m one of the 90% of Canadians who didn’t have any side effects from getting the vaccine. The other 10% are unvaccinated."	2021-11-20 20:26:06+00:00
958	4	n	@ReneePaquette I drilled a new hole in my belt because I’m in the No Man’s Land between shape and the COVID 20lbs.	2021-11-20 20:14:19+00:00
959	1	n	"@852852hk @BeccaPolakSays @jkenney Nothing quite as heartwarming as fans of corruption and incompetence!

How many ovations were made by the thousands of Albertans who died because of Kenney's mishandling of COVID-19 response? Bet those were pretty quiet."	2021-11-20 19:50:53+00:00
960	5	n	Tonight is the first time in a long time I’m working a dance gig - covid really effected this end of work for me and others. I cannot explain how excited I am to be back on the podium 🥲♥️	2021-11-20 19:35:23+00:00
961	1	n	"IT’S TIME FOR RADIO news anchors to end the incessant recitation of #COVID19 numerical data as if it was news.

Reading the periodic table, or pi to the last decimal would be more useful and interesting information.

Radio news that leads with the COVID phone book is a tune out."	2021-11-20 19:34:30+00:00
962	4	+	The great fight back against the Goat Head Church of Covid. The primal battle of good against evil.	2021-11-20 19:25:55+00:00
963	3	-	They’re gonna find a way to victimize the ppl who got the J&amp;J vaccine further for not signalling hard enough and sacrificing for the cause.	2021-11-20 19:16:42+00:00
964	1	n	"@2009Disco @ernie_river @drdagly It is not an unreasonable assumption, but not correct. In Canada, we have never said the vaccine is 100% effective. The evidence suggests 90-95% but it varies by age and health status and circulating strain of the virus."	2021-11-20 19:05:37+00:00
965	3	+	@2009Disco @ernie_river @drdagly I have zero fear of reprisal. Part of my research program includes vaccine safety and effectiveness. I publish the results and and let the studies stand on their own merits. I support the vaccine because the benefits outweigh the risks. Otherwise I would caution people	2021-11-20 18:55:22+00:00
966	4	+	"One thing that I hope carries forward from covid times is the Going For A Walk Hang Out. 
Cheap!
Fun!
Good for you!
Perfect."	2021-11-20 18:49:43+00:00
967	3	+	"@ernie_river @2009Disco @PRider1980 String of lies? Please. You have no idea of the number of researchers around the world looking at the vaccine. I am happy to default to their expertise. It is significant. Don’t listen to me, go look at the published research literature and avoid anecdotes and YouTube"	2021-11-20 18:42:36+00:00
968	3	+	@ernie_river @2009Disco @drdagly The vaccines were shown to be efficacious in trials and then assessed in the real world showing they are effective. The number of research papers on this is unprecedented. Go to PubMed and search for COVID vaccine effectiveness and see the results for yourself.	2021-11-20 18:38:55+00:00
969	3	+	@talktoskirt When I’m eligible it’s going to be moderna all the way.  Why break up the set?	2021-11-20 18:37:11+00:00
970	3	+	I chose and got a booster dose of Moderna today to back up my previous two doses of Pfizer. Feeling pretty good about that. #CovidVaccine #COVID19 #boostershot #Booster	2021-11-20 18:36:49+00:00
971	2	n	"We're talking about global approaches to COVID now. President of Kosovo Vjosa Osmani says her country was incredibly keen on following the rules early on. A targeted disinfo campaign from Russia has weakened efficacy of voluntary vaccines and public health measures, she says."	2021-11-20 18:33:58+00:00
972	4	n	"@2009Disco @PRider1980 @ernie_river Nope. You are wrong. The evidence shows that main drivers of reduced life expectancy are related to COVID and opioids. In 2020, many places noted a decrease in suicides. For example, BC had about a 7-9% decrease as did AB."	2021-11-20 18:27:12+00:00
973	3	+	@ernie_river @2009Disco @drdagly HPV is a safe vaccine. Lots of evidence to support that it reduces the risk of cervical cancer and anogenital warts. It actually has a good safety profile. The research literature is quite clear on this one.	2021-11-20 18:24:26+00:00
974	4	n	"@ernie_river @2009Disco @PRider1980 Not debating that Dr Hinshaw spoke about the death. All I said was that it was an error, it was corrected and an apology was issued. That is not evidence that all COVID stats are wrong or misleading."	2021-11-20 18:14:53+00:00
975	4	n	"@2009Disco @PRider1980 @ernie_river I have reviewed death certificates. Can tell you that COVID has resulted in many places, including AB, having far more deaths that expected for 2020 and the trend has continued into 2021. Life expectancy dropped in 2020 as a result in AB and many other places."	2021-11-20 18:07:03+00:00
976	4	n	"@2009Disco @PRider1980 @ernie_river It is often about COVID overwhelming a person’s system. It reduces oxygen saturation and that can be the proverbial straw. More importantly, a death that is preventable is a tragedy and to suggest it is okay is disrespectful to their family and friends who morn the loss"	2021-11-20 18:02:12+00:00
977	4	-	"@2009Disco @ernie_river I recommend them that you talk to a few ICU docs, like @drdagly who can speak to the devastating impacts of COVID. Maybe that would help with understanding this is not a cold or mild influenza. There are long COVID clinics for a reason"	2021-11-20 17:55:53+00:00
978	3	m	@2009Disco @ernie_river Where are you getting 6 weeks from. Waning immunity is something watched for any vaccine. It can range from months to years depending on the vaccine. It is why boosters are recommended for tetanus. Original booster recs were for immune compromised people.	2021-11-20 17:53:41+00:00
979	2	n	@Eat__Doughnuts The delay in acknowledging airborne transmission means the “safe” number isn’t known yet from a Covid perspective but most air quality experts recommend &lt;800ppm. We target under &lt;600 in eating areas to be extra safe.	2021-11-20 17:48:46+00:00
980	3	n	"Would you give an experimental drug to your child from a company who has
- legal immunity to side effects or death?
- paid billions in fines for bribery and fraud?
- caused sterilization and illness hidden by WHO?
- never made a vaccine before?

#vaccine #truth #COVID19 #health"	2021-11-20 17:28:53+00:00
981	4	n	"@Starfleetdad Feel better soon.  Though I've not had COVID, being sick sucks. May your supply of ginger ale and soda crackers be plentiful. Rest and hydrate. Hot, clear beverages may loosen the congestion.  Are you American? If so, I hope someone can make some turkey soup."	2021-11-20 17:27:24+00:00
982	3	-	"@angryablib @JamesMelville congratulations. so, your Mom can't be vaccinated.  exempt. 
contracts covid, but new rules don't allow exemptions. your just getting by and can't afford hospital $$$$
Do you let your Mom die at home?
Support this too?"	2021-11-20 17:27:20+00:00
983	4	+	"@JapanThis Japan will always be there when you’re ready to go back. I moved away in 2001, have gone back almost every year (before covid, anyway) and when I’m there it’s like I never left. May yet move back and live at least part of the year there when the kids are grown up."	2021-11-20 17:11:37+00:00
984	3	+	"@DwightDuncan Amen! We should not take it for granted: there was never a guarantee of a vaccine EVER, let alone in a year. Not only do we have multiple vaccines, we have some amazing new therapeutics coming online thanks to a global army of hardworking researchers and scientists  🙏"	2021-11-20 17:08:53+00:00
985	4	n	@davyay Probably not COVID’s fault.	2021-11-20 17:01:22+00:00
986	3	+	@Erin_Type So is this some antivax bs or just some other bs entirely? I got vaccinated so I didn't infect others and die like my friend did. I was GLAD the vaccine was available and STILL am.	2021-11-20 16:48:04+00:00
987	3	-	@Smooch10046744 Scary..pfizer triggered SHINGLES..in me..hummm rethinking that second JAB NOW..SO SORRY..JEZZZ	2021-11-20 16:40:55+00:00
988	2	n	Better Me Pharmacy on George Street is giving Covid boosters if you have received your invite. Give them a call. They had openings yesterday. My friend was able to take her dad in right away.	2021-11-20 16:15:30+00:00
989	3	-	"@HopeAldridge @BLGSinYEG @ABFreedumbFyter @jkenney Well, Brian Jean has demonstrated his COVID &amp; vaccination views are even more dangerous, and Jason Nixon is just dangerous…."	2021-11-20 16:13:17+00:00
990	4	-	"@dazzlerbags Have you seen or been told they don’t have safety protocols in place? You’re making it sound like there’s gonna be crowds of symptomatic people Covid coughing all over people shopping for deodorant. I just don’t believe that’s gonna be the case but if it is, I get the concern."	2021-11-20 16:12:16+00:00
991	4	+	"COVID 19 is not going anywhere and we have to learn living with this for ever now, WE ALL HAVE ACCEPTED IT so Government around the world must stop of LOCK DOWN and instead start adapting other options to deal with, WE CANNOT LIVE WITHOUT MONEY"	2021-11-20 16:06:52+00:00
